location,Price,bedrooms,bathroom,floor,year_of_construction,size,ft_road,Address
Lalitpur,130000,5,3,3,N/A,8 Aana,4 Meter,"Bhaisepati, Bhaisepati, Lalitpur"
Lalitpur,300000,8,6,N/A,N/A,3 Ropani,0 Feet,"Dholahiti, Dholahiti, Lalitpur"
Kathmandu,110000,4,4,3,N/A,12 Aana,12 Feet,"Ekatabasti, Sukedhara, Kathmandu"
Lalitpur,1500000,4,4,3,N/A,13 Sq. Feet,12 Feet,"Nearby Anoj Jyoti School, Dholahiti, Lalitpur"
Kathmandu,25000,0,0,N/A,N/A,4 Aana,0 Feet,"Sanepa, Teku, Kathmandu"
Kathmandu,165000,8,2,N/A,N/A,1-8-0-0 Ropani,13 Feet,"Thapathali, Thapathali, Kathmandu"
Kathmandu,20000000,1,1,3,2075,0-3-2-0 Aana,13 Feet,"Kapan, Kathmandu, Kapan, Kathmandu"
Lalitpur,25000000,3,3,2,N/A,0-5-2-0 Aana,0 Feet,"Southern height housing, Thaiba, Harisiddhi, Lalitpur"
Lalitpur,120000,5,3,N/A,N/A,11.5 Aana,20 Feet,"Vinayak Colony, Bhaisepati, Lalitpur"
Dhading,400000,0,0,N/A,N/A,80 Ropani,15 Feet,"Gajuri, Dhading, Dhading"
Nawalparasi,100000,0,0,N/A,N/A,14 Dhur,20 Feet,"Sunwal Nagarpalaika-7, Nawalparasi, Nawalparasi"
Nawalparasi,550000,0,0,N/A,N/A,12 Kattha,20 Feet,"Ramgram Nagarpalika, Nawalparasi, Nawalparasi"
Lalitpur,150000,5,3,N/A,N/A,1 Ropani,13 Feet,"Civil Home, Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,150000,7,3,N/A,N/A,11 Sq. Feet,13 Feet,"Chundevi, Baluwatar, Kathmandu"
Nawalparasi,1000000,0,0,N/A,N/A,26 Kattha,20 Feet,"Sunwal Nagarpalika-3, Nawalparasi, Nawalparasi"
Lalitpur,160000,4,6,3,N/A,2500 Sq. Feet,15 Feet,"Nearby Norway Embassy, Bakhundol, Lalitpur"
Nawalparasi,550000,0,0,N/A,N/A,1 Bigha,13 Feet,"Nawalparasi, Nawalparasi, Nawalparasi"
Nawalparasi,300000,0,0,N/A,N/A,5 Kattha,20 Feet,"Ramgram Nagarpalika-18, Nawalparasi, Nawalparasi"
Nawalparasi,1300000,0,0,N/A,N/A,9 Kattha,20 Feet ,"Sunwal Nagarpalika-8, Nawalparasi, Nawalparasi"
Nawalparasi,260000,0,0,N/A,N/A,5 Aana,20 Feet ,"Sunwal Nagarpalika - 3, Nawalparasi, Nawalparasi"
Kathmandu,270000,14,6,N/A,N/A,13 Aana,20 Feet,"Subidhanagar, Tinkune, Kathmandu"
Butwal,25000000,10,4,3,N/A,7 Dhur,20 Feet ,"Rupandehi, Butwal, Butwal"
Lalitpur,144000,3,4,N/A,N/A,0-3-3-0 Aana,15 Feet,"Sanepa, Sanepa, Lalitpur"
Nawalparasi,125000,0,0,N/A,N/A,21 Dhur,20 Feet ,"sunwal Nagarpalika, Nawalparasi, Nawalparasi"
Nawalparasi,2200000,0,0,N/A,N/A,2 Kattha,20 Feet ,"Nawalparasi, Nawalparasi, Nawalparasi"
Nawalparasi,1700000,0,0,N/A,N/A,10 Dhur,20 Feet ,"Sunwal Nagarpalika, Nawalparasi, Nawalparasi"
Lalitpur,80000,5,4,3,N/A,5 Aana,13 Feet,"Hattiban, Hattiban, Lalitpur"
Kathmandu,125000,0,5,3,N/A,0-4-2-0 Aana,13 Feet,"Nearby Bhatbhateni Supermarket, Hadigaun, Kathmandu"
Kathmandu,200000,7,5,N/A,N/A,7 Aana,13 Feet,"Gahanapokhari, Naxal, Kathmandu"
Lalitpur,300000,4,4,N/A,N/A,2-11-0-0 Ropani,15 Feet,"Khumaltar, Khumaltar, Lalitpur"
Lalitpur,125000,21,18,3,N/A,0-6-2-0 Aana,12 Feet,"Nearby Star Hospital, Sanepa, Lalitpur"
Kathmandu,560000,0,0,N/A,N/A,20 Sq. Feet,0 Feet,"New Baneshwor, Baneshwor, Kathmandu"
Kathmandu,17500000,6,2,3,N/A,0-3-2-0 Aana,12 Feet,"Pasikot, Pasikot, Kathmandu"
Kathmandu,4400000,0,0,N/A,N/A,0-3-1-2 Aana,12 Feet,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,25000000,4,3,3,N/A,4 Aana,13 Feet,"Sundarbasti, Bhangal, Kathmandu"
Kathmandu,59900000,5,0,3,N/A,1 Ropani,26 Feet ,"Golfutar, Golfutar, Kathmandu"
Kathmandu,29900000,10,0,3,N/A,4.1 Aana,0 Feet,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,4200000,0,0,N/A,N/A,8 Aana,13 Feet ,"Dhumbarahi, Dhumbarahi, Kathmandu"
Kathmandu,55000000,0,0,2,N/A,8.2 Aana,24 Feet ,"New Baneshwor, Baneshwor, Kathmandu"
Kathmandu,26500000,4,0,3,N/A,4.5 Aana,13 Feet ,"Bafal, Bafal, Kathmandu"
Kathmandu,32500000,8,6,3,N/A,0-4-1-2 Aana,13 Feet ,"Near, Pipalbot, Dhumbarahi, Kathmandu"
Kathmandu,6000000,0,0,N/A,N/A,6 Aana,10 Feet ,"Samakhusi Town planning, Samakhusi, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,11 Aana,26 Feet ,"Baluwatar, Baluwatar, Kathmandu"
Kathmandu,21500000,7,4,4,N/A,0-3-1-3 Aana,14 Feet ,"Makalbari, Makalbari, Kathmandu"
Kathmandu,5000000,0,0,N/A,N/A,6 Aana,12 Feet,"Lazimpat, Lazimpat, Kathmandu"
Kathmandu,5000000,0,0,N/A,N/A,8 Aana,12 Feet,"Lazimpat, Lazimpat, Kathmandu"
Kathmandu,2800000,0,0,N/A,N/A,4.5 Aana,13 Feet ,"Siddhartha Colony, Budhanilkantha, Kathmandu"
Kathmandu,38000000,8,4,4,N/A,7 Aana,15 Feet,"Nearby Thamel, Mhepi, Kathmandu"
Kathmandu,2500000,0,0,N/A,N/A,12 Aana,12 Feet ,"Bhangal Height, Budhanilkantha, Kathmandu"
Kathmandu,25000000,7,3,4,N/A,0-4-3-0 Aana,12 Feet,"Nearby API boarding school, Dhapasi, Kathmandu"
Kathmandu,3200000,0,0,N/A,N/A,6 Aana,10 Feet ,"Rudreshwor, Budhanilkantha, Kathmandu"
Kathmandu,2400000,0,0,N/A,N/A,15 Aana,11 Feet,"Bhangal Height, Budhanilkantha, Kathmandu"
Kathmandu,24000000,15,5,4,N/A,3 Aana,20 Feet,"Nearby SBI bank, Dallu, Dallu, Kathmandu"
Kathmandu,3200000,0,0,N/A,N/A,6 Aana,14 Feet ,"Shreetole Height, Basundhara, Kathmandu"
Kathmandu,4200000,0,0,N/A,N/A,7 Aana,13 Feet ,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,480000,0,0,N/A,N/A,5 Aana,15 Feet,"Basundhara, Basundhara, Kathmandu"
Kathmandu,17000000,8,4,4,N/A,0-3-2-0 Aana,20 Feet ,"Nearby Namuna Planning, Tokha, Kathmandu"
Kathmandu,3000000,0,0,N/A,N/A,5.2 Aana,15 Feet ,"Greenland Chowk, Samakhusi, Kathmandu"
Kathmandu,3250000,0,0,N/A,N/A,4 Aana,12 Feet ,"Greenland Chowk., Samakhusi, Kathmandu"
Kathmandu,3700000,0,0,N/A,N/A,10 Aana,10 Feet ,"Mahadevtar Height, Samakhusi, Kathmandu"
Kathmandu,26000000,5,3,3,N/A,4.3 Aana,16 Feet,"Aananda tol, Gongabu, Kathmandu"
Kathmandu,29000000,6,3,N/A,N/A,4 Aana,14 Feet,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,13500000,3,2,3,N/A,0-3-1-1 Aana,12 Feet,"Kalanki, Kalanki, Kathmandu"
Kathmandu,22800000,6,2,3,N/A,4 Aana,20 Feet,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,26000000,3,3,3,N/A,3.5 Sq. Feet,12 Feet,"Basundhara, Basundhara, Kathmandu"
Kathmandu,6000000,0,0,N/A,N/A,6.5 Aana,15 Feet,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,27500000,6,4,4,N/A,4 Aana,12 Feet,"Nearby Colony home, Sukedhara, Kathmandu"
Kathmandu,22500000,4,3,3,N/A,3.13 Aana,12 Feet,"Mandikatar, Mandikatar, Kathmandu"
Kathmandu,400000,4,5,3,N/A,3 Ropani,13 Feet,"Narayanthan, Budhanilkantha, Kathmandu"
Kathmandu,15500000,7,2,N/A,N/A,3.5 Aana,13 Feet,"Nearby LRI School, Kalanki, Kathmandu"
Kathmandu,30000000,5,0,3,N/A,6.5 Aana,15 Feet,"Hattigauda, Hattigauda, Kathmandu"
Kathmandu,51500000,6,3,3,N/A,6 Aana,12 Feet,"Nearby IOM, Baluwatar, Kathmandu"
Kathmandu,15000000,11,0,3,N/A,3.1 Sq. Feet,20 Feet,"Sitapaila, Sitapaila, Kathmandu"
Kathmandu,45000000,11,0,3,N/A,6 Ropani,14 Feet,"Basundhara, Basundhara, Kathmandu"
Kathmandu,33000000,11,0,3,N/A,5 Aana,15 Feet,"Sukedhara, Sukedhara, Kathmandu"
Kathmandu,40000000,12,0,4,N/A,7 Aana,13 Feet,"Dhumbarahi, Dhumbarahi, Kathmandu"
Kathmandu,18200000,9,0,3,N/A,3.1 Aana,13 Feet,"Sundarbasti, Bhangal, Kathmandu"
Kathmandu,19200000,5,4,3,N/A,4 Sq. Feet,13 Feet,"Sundarbasti, Budhanilkantha, Kathmandu"
Kathmandu,17700000,12,0,4,N/A,3.5 Aana,13 Feet,"Jyotinagar, Budhanilkantha, Kathmandu"
Kathmandu,17000000,7,0,N/A,N/A,3 Aana,13 Feet,"Nearby Aakashedhara, Kapan, Kathmandu"
Kathmandu,29800000,10,0,3,N/A,6 Aana,13 Feet,"Nearby Hattigauda, Budhanilkantha, Kathmandu"
Kathmandu,21000000,9,0,3,N/A,3.5 Aana,13 Feet,"Nearby Dhumbarai Chowk., Budhanilkantha, Kathmandu"
Kathmandu,34000000,6,3,3,N/A,6 Aana,13 Feet,"Nearby Jyotinagar, Budhanilkantha, Kathmandu"
Kathmandu,1450000,0,0,N/A,N/A,4 Aana,20 Feet,"Nearby Daachi Panitanki, Kageshwari-Manohara, Kathmandu"
Kathmandu,40000000,6,4,3,N/A,6 Sq. Feet,14 Feet,"Chandol, Chandol, Kathmandu"
Kathmandu,2150000,0,0,N/A,N/A,4 Aana,12 Feet,"Ram Mandir, Budhanilkantha, Kathmandu"
Kathmandu,19900000,3,3,N/A,N/A,3 Aana,12 Feet,"Shreetole Height home, Basundhara, Kathmandu"
Kathmandu,16800000,10,0,3,N/A,3 Aana,13 Feet,"Nearby Chapali Home, Budhanilkantha, Kathmandu"
Kathmandu,100000,5,3,3,N/A,1.10 Ropani,12 Feet,"Narayanthan, Budhanilkantha, Kathmandu"
Chitwan,9000,1,1,3,2075,800 Sq. Meter,6 Meter,"Near krishnapur water tank, behind Bharatpur Airport, Bharatpur, Chitwan"
Kathmandu,63000000,9,4,4,N/A,0-12-3-2 Aana,13 Feet,"Basbari, Basbari, Kathmandu"
Kathmandu,100,0,0,3,N/A,1.8 Ropani,20 Feet,"Galkopakha, Thamel, Kathmandu"
Lalitpur,12500000,3,2,3,N/A,3 Aana,10 Feet,"Dhapakhel Height, Dhapakhel, Lalitpur"
Kathmandu,14200000,5,2,2,N/A,0-3-2-2 Aana,13 Feet,"Jarankhu, Balaju, Kathmandu"
Lalitpur,20000000,5,4,3,N/A,0-3-0-1 Aana,16 Feet,"Dholahity, Satdobato, Lalitpur"
Kathmandu,19500000,5,3,3,N/A,3.2 Aana,13 Feet,"Golfutar, Sunderbasti, Kathmandu"
Kathmandu,21000000,4,2,2,N/A,3.1 Aana,18 Feet,"Kimdol, Swayambhu, Kathmandu"
Kathmandu,100000000,5,2,3,N/A,10.1 Aana,20 Feet,"Kalikasthan, Kalikasthan, Kathmandu"
Kathmandu,22500000,6,4,4,N/A,0-3-0-1 Aana,10 Feet,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,37000000,5,4,3,N/A,4 Aana,12 Feet,"Arubari, Chabahil, Kathmandu"
Kathmandu,19000000,4,3,3,N/A,0-3-3-2 Aana,20 Feet,"Ramkot, Ramkot, Kathmandu"
Kathmandu,45000000,5,5,3,N/A,9 Aana,12 Feet,"Sitapaila, Sitapaila, Kathmandu"
Kathmandu,16500000,6,3,3,N/A,4 Aana,12 Feet,"Lambagar, Tarkeshwor, Kathmandu"
Kathmandu,88000000,0,0,3,N/A,0-15-2-2 Aana,20 Feet,"Sukedhara, Sukedhara, Kathmandu"
Kathmandu,29000000,10,6,5,N/A,4.2 Aana,10 Feet,"Gongabu, Gongabu, Kathmandu"
Kathmandu,7500000,0,0,N/A,N/A,1.4 Ropani,20 Feet,"Balkhu, Balkhu, Kathmandu"
Kathmandu,55000000,0,0,4,N/A,7 Aana,20 Feet,"Gahana, Pokhari, Naxal, Kathmandu"
Kathmandu,36000000,6,4,3.5,N/A,3.2 Aana,13 Feet,"Birendra Chowk, Kadaghari, Kathmandu"
Kathmandu,24000000,10,6,3,N/A,3.2 Aana,13 Feet,"Suncity Planning, Pepsicola, Kathmandu"
Kathmandu,12000000,4,1,1,N/A,3 Aana,13 Feet,"Gotthatar, Kadaghari, Kathmandu"
Kathmandu,8500000,0,0,N/A,N/A,0-6-3-3 Aana,20 Feet,"Balaju, Balaju, Kathmandu"
Kathmandu,45000000,12,4,4,N/A,0-4-0-2 Aana,0 Feet,"Near by Bhatbhatei Super Market., Balaju, Kathmandu"
Kathmandu,15000000,3,3,3,N/A,3.2 Aana,10 Feet,"Joranku, Joranku, Kathmandu"
Kathmandu,1000000,0,0,N/A,N/A,7 Aana,26 Feet,"Phutung, Tarkeshwor, Kathmandu"
Kathmandu,500000,0,0,N/A,N/A,165 Sq. Feet,20 Feet,"Samakhusi Town Planning, Samakhusi, Kathmandu"
Kathmandu,20000000,4,2,3,N/A,5 Aana,13 Feet,"Ichadol, Sitapaila, Kathmandu"
Lalitpur,16000000,4,4,3,2075,0-3-0-0 Aana,13 Feet,"sital height, Imadol, Lalitpur"
Kathmandu,37500000,4,4,6,N/A,0-2-3-2 Aana,12 Feet,"Thahiti Chowk, Thamel, Kathmandu"
Kathmandu,20000000,0,0,N/A,N/A,1.11 Ropani,26 Feet,"Thamel, Thamel, Kathmandu"
Kathmandu,31000000,9,9,4,N/A,2.2 Aana,9 Feet,"Mitranagar, Gongabu, Kathmandu"
Kathmandu,20500000,5,4,3,N/A,2.2 Aana,16 Feet,"Samakhusi Town Planning, Samakhusi, Kathmandu"
Kathmandu,26000000,4,5,3,N/A,0-4-0-2 Aana,12 Feet,"Near by Yellow Gumba, Sano Bharyang, Kathmandu"
Kathmandu,120000,2,2,3,N/A,1100 Sq. Feet,16 Feet,"Narayanchaur, Naxal, Kathmandu"
Lalitpur,7500000,2,2,1,N/A,800 Sq. Feet,24 Feet,"Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,100000,2,2,1,N/A,1000 Sq. Feet,20 Feet,"panipokhari, Panipokhari, Kathmandu"
Kathmandu,17500000,3,3,3,N/A,1582 Sq. Feet,20 Feet,"Panipokhari, Lazimpat, Kathmandu"
Kathmandu,5500000,0,0,N/A,N/A,0-7-2-0 Aana,6 Meter,"Battisputali, Old Baneshwor, Kathmandu"
Kathmandu,110000,2,2,3,N/A,1100 Sq. Feet,13 Feet,"Durbar marg, Durbar Marg, Kathmandu"
Lalitpur,25000000,4,3,3,2072,0-4-3-0 Aana,13 Feet,"Dhapakhel height, Dhapakhel, Lalitpur"
Kathmandu,28500000,3,3,2,2073,0-4-5-0 Aana,18 Feet,"New Colony, Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,50000,0,0,N/A,N/A,200 Aana,0 Feet,"Lazimpat, Lazimpat, Kathmandu"
Kathmandu,40000,0,0,N/A,N/A,180 Aana,0 Feet,"lazimpat, Lazimpat, Kathmandu"
Lalitpur,250000,0,0,N/A,N/A,2.2 Ropani,20 Feet,"Dhobhighat, Lalitpur, Dhobighat, Lalitpur"
Kathmandu,3000000,0,0,N/A,N/A,400 Sq. Feet,35 Feet ,"Near, Bhat bhateni, Naxal, Kathmandu"
Lalitpur,2400000,0,0,N/A,N/A,0-6-0-0 Aana,16 Feet,"Near, Bhaisepati Colony, Bhaisepati, Lalitpur"
Kathmandu,3500000,0,0,N/A,N/A,0-5-0-0 Aana,16 Feet,"Near, Dhungedhara, Banasthali, Kathmandu"
Lalitpur,14500000,4,3,2,N/A,0-5-0-3 Aana,13 Feet,"Near, Sarbotchrit School, Lubhu, Lalitpur"
Kathmandu,27500000,6,4,3,N/A,0-5-0-3 Aana,13 Feet,"Budanilkantha, Sunderbasti, Kathmandu"
Kathmandu,2600000,0,0,N/A,N/A,0-4-0-0 Aana,13 Feet,"Near, Padma Colony, Sitapaila, Kathmandu"
Lalitpur,60000,6,2,2,N/A,16 Aana,18 Feet,"Lubhu Lalitpur, Lubhu, Lalitpur"
Kathmandu,120000,3,2,10,N/A,1300 Sq. Feet,20 Feet,"Central Park Apartment, Bishal Nagar, Kathmandu"
Kathmandu,150000,2,2,4,N/A,1200 Sq. Feet,15 Feet,"Bijeshwari, Swayambhu, Kathmandu"
Kathmandu,55000000,2,3,N/A,N/A,3400 Sq. Feet,20 Feet,"Kamalpokhari, Kamalpokhari, Kathmandu"
Lalitpur,40000,2,1,N/A,N/A,750 Sq. Feet,15 Feet,"Jhamsikhel, Jhamsikhel, Lalitpur"
Lalitpur,16500000,3,2,10,N/A,1350 Sq. Feet,20 Feet,"Bazra and Sangrila Residency, Dhobighat, Lalitpur"
Kathmandu,30000000,0,3,5,N/A,1-3-3 Aana,32 Feet,"Naxal, kathmandu, Kamalpokhari, Kathmandu"
Kathmandu,125000,5,2,2,2076,10 Aana,13 Feet,"Mid- Baneshwor, Baneshwor, Kathmandu"
Lalitpur,250000,5,3,3,2075,13 Aana,20 Feet,"Near, Radio Tower, Bhaisepati, Lalitpur"
Kathmandu,65000000,5,6,3,N/A,12 Aana,13 Feet,"Maligaon, Maligaon, Kathmandu"
Kathmandu,235000000,10,10,N/A,N/A,33 Aana,16 Feet,"Bhatbhateni, Bhatbhateni, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,13 Aana,20 Feet,"Dhungeadda, Kalanki, Kathmandu"
Kathmandu,47500000,10,6,N/A,N/A,0-3-0-1 Aana,11 Meter,"Nearby, Teaching Hospital, Maharajgunj, Kathmandu"
Lalitpur,950000,0,0,N/A,N/A,10 Aana,24 Feet,"Godawari, Godawari, Lalitpur"
Kathmandu,35000000,10,4,3,N/A,4.5 Aana,20 Feet,"Chuchhepati, Chabahil, Kathmandu"
Lalitpur,2000000,0,0,N/A,N/A,0-5-1-1 Aana,14 Feet,"Pani Tanki, Tikathali, Lalitpur"
Kathmandu,2500000,0,0,N/A,N/A,0-3-3-3 Aana,14 Feet,"Balagaun, Satungal, Kathmandu"
Lalitpur,300000,14,5,3,N/A,32 Aana,13 Feet,"Sanepa, Sanepa, Lalitpur"
Kathmandu,60000,0,0,N/A,N/A,18 Aana,20 Feet,"Dhapasi Height, Dhapasi, Kathmandu"
Lalitpur,60000,3,3,3,N/A,4.5 Aana,16 Feet,"Mangal Colony, Bhaisepati, Lalitpur"
Lalitpur,55000,3,2,N/A,N/A,1300 Sq. Feet,20 Feet,"City Scape Apartment, Hattiban, Lalitpur"
Kathmandu,20000000,5,3,3,N/A,0-3-3-0 Aana,20 Feet,"Syuchatar, Syuchatar, Kathmandu"
Kathmandu,25000000,3,4,4,N/A,3000 Sq. Feet,13 Feet,"Tripureshwor, Tripureshwor, Kathmandu"
Kathmandu,49500000,7,7,3,N/A,9 Aana,10 Feet,"Kumari Club, Balkhu, Kathmandu"
Lalitpur,300000,0,0,N/A,N/A,10-22-0-0 Ropani,20 Feet,"Devi Chaur, Godawari, Lalitpur"
Kathmandu,18000000,4,4,2,N/A,6 Aana,20 Feet,"Bhatkeko Party, Kirtipur, Kathmandu"
Kathmandu,6000000,0,0,N/A,N/A,9.5 Aana,20 Feet,"Behind Bicc Hall, Baneshwor, Kathmandu"
Lalitpur,2650000,0,0,N/A,N/A,8 Aana,13 Feet,"Bhaisepati, Bhaisepati, Lalitpur"
Kathmandu,43500000,6,0,3,N/A,0-3-2-1 Aana,20 Feet,"Hattisar, Hattisar, Kathmandu"
Bhaktapur,35000000,14,4,3,N/A,7.1 Aana,14 Feet,"Lokanthali, Lokanthali, Bhaktapur"
Kathmandu,60000000,0,0,3,N/A,12 Aana,13 Feet,"Ravi Bhawan, Ravi Bhawan, Kathmandu"
Kathmandu,4200000,0,0,N/A,N/A,22 Aana,20 Feet,"Manidol, Sankhamul, Kathmandu"
Kathmandu,13000000,4,2,N/A,N/A,4.8 Aana,16 Feet,"Halchowk, Swayambhu, Kathmandu"
Kathmandu,2700000,0,0,N/A,N/A,7.3 Aana,13 Feet,"Kalanki, Kalanki, Kathmandu"
Kathmandu,2100000,0,0,N/A,N/A,6 Aana,22 Feet,"Bhatkya Party, Kirtipur, Kathmandu"
Kathmandu,38000000,7,4,3,N/A,6.1 Aana,14 Feet,"Kalanki, Kalanki, Kathmandu"
Kathmandu,3700000,0,0,N/A,N/A,0-2-5-0 Aana,16 Feet,"Tahachal, Tahachal, Kathmandu"
Lalitpur,2800000,0,0,N/A,N/A,7.1 Aana,20 Feet,"Hattiban, Hattiban, Lalitpur"
Kathmandu,70000000,3,4,2,N/A,0-6-25-0 Aana,20 Feet,"Thulo Bharyang, Thulo Bharyang, Kathmandu"
Lalitpur,251000000,0,0,N/A,N/A,156.75 Aana,16 Feet,"Godawari, Godawari, Lalitpur"
Kathmandu,41500000,8,7,3,N/A,0-7-5-0 Aana,14 Feet,"Durga Nagar Colony, Kalanki, Kathmandu"
Bhaktapur,22500000,12,4,N/A,N/A,4 Aana,20 Feet,"Dadikot, Dadikot, Bhaktapur"
Kathmandu,5500000,0,0,N/A,N/A,0-7-0-0 Aana,20 Feet,"Near Itali Chowk, Hattigauda, Kathmandu"
Kathmandu,40100000,5,2,2,N/A,0-4-3-3 Aana,14 Feet,"Thapathali, Thapathali, Kathmandu"
Kathmandu,1800000,0,0,N/A,N/A,0-15-0-0 Aana,16 Feet,"Near VDC, Hattigauda, Kathmandu"
Kathmandu,975000,0,0,2,N/A,12000 Sq. Feet,20 Feet,"Near Dhumbarahi, Chabahil, Kathmandu"
Kathmandu,65000000,23,16,7,N/A,0-3-5-0-0 Aana,12 Feet,"Cheetrapati Chowk, Thamel, Kathmandu"
Kathmandu,13000000,0,0,N/A,N/A,0-11-5-0 Aana,17 Feet,"Near ACE Travel, Durbar Marg, Kathmandu"
Kathmandu,13500000,0,0,N/A,N/A,0-17-3-0 Aana,20 Feet,"Near Bluebird, Tripureshwor, Kathmandu"
Kathmandu,13000000,0,0,N/A,N/A,0-80-0-0 Aana,20 Feet,"Durbarmarg, Durbar Marg, Kathmandu"
Kathmandu,150000,4,3,3,N/A,0-16-0-0 Aana,13 Feet,"Mandikatar, Mandikatar, Kathmandu"
Kathmandu,2500000,0,0,N/A,N/A,0-6-0-0 Aana,12 Feet,"Hattigauda, Hattigauda, Kathmandu"
Kathmandu,16500000,5,3,3,2073,0-3-0-0 Aana,10 Feet,"nearby greenhill city, Mulpani, Kathmandu"
Kathmandu,2700000,0,0,N/A,N/A,0-60-0-0 Aana,12 Feet,"Dharapati, Basbari, Kathmandu"
Kathmandu,4800000,0,0,N/A,N/A,0-11-5-0 Aana,12 Feet,"Near PM House, Baluwatar, Kathmandu"
Kathmandu,1850000,0,0,N/A,N/A,20 Aana,15 Feet,"Bhangal, Chapali, Kathmandu"
Lalitpur,6800000,0,0,N/A,N/A,0-6-0-0 Aana,15 Feet,"Sanepa Height, Sanepa, Lalitpur"
Kathmandu,95000,2,2,N/A,N/A,1000 Sq. Feet,20 Feet,"Central park, Bishal Nagar, Kathmandu"
Kathmandu,1750000,0,0,N/A,N/A,8-0-0-0 Ropani,20 Feet,"Chandragiri, Thankot, Kathmandu"
Kathmandu,55000000,0,0,2,N/A,0-4-5-0 Aana,20 Feet,"Dhumbarahi Main chowk, Dhumbarahi, Kathmandu"
Kathmandu,6000000,0,0,N/A,N/A,0-4-0-0 Aana,12 Feet,"Chundevi, Chundevi, Kathmandu"
Kathmandu,270000,0,0,N/A,N/A,2000 Sq. Feet,20 Feet,"Nag pokhri, Nag Pokhari, Kathmandu"
Kathmandu,1600000,0,0,N/A,N/A,2-0-0-0 Ropani,15 Feet,"Bhangal, Bhangal, Kathmandu"
Kathmandu,2100000,0,0,N/A,N/A,1-0-0-0 Ropani,15 Feet,"Washi, Budhanilkantha, Kathmandu"
Kathmandu,2600000,0,0,N/A,N/A,0-4-0-0 Aana,20 Feet,"Siddhartha Colony, Budhanilkantha, Kathmandu"
Kathmandu,3200000,0,0,N/A,N/A,2-0-0-0 Ropani,0 Feet,"Dakshinkali, Dakshinkali, Kathmandu"
Kathmandu,2500000,0,0,N/A,N/A,0-5-0-0 Aana,12 Feet,"Budhanilkantha, Budhanilkantha, Kathmandu"
Kathmandu,26000000,4,3,3,N/A,0-5-5-0 Aana,15 Feet,"Near grande hospital, Dhapasi, Kathmandu"
Kathmandu,5100000,0,0,N/A,N/A,0-3-2-0 Aana,13 Feet,"Near Star Mall, Putalisadak, Kathmandu"
Kathmandu,400000,0,0,N/A,N/A,24 Aana,20 Feet,"Near bhatbhaten, Naxal, Kathmandu"
Kathmandu,160000,4,3,3,N/A,20 Aana,15 Feet,"Near Tangal, Hadigaun, Kathmandu"
Lalitpur,33000000,8,7,3.5,2075,7.1 Aana,10 Feet,"Harisiddhi, Harisiddhi, Lalitpur"
Kathmandu,45000,4,3,2,N/A,4 Aana,0 Feet,"Tokha, Grande Villa, Kathmandu"
Kathmandu,250000,4,3,2,N/A,24 Aana,20 Feet,"Tangal, Naxal, Kathmandu"
Kathmandu,525000,5,5,3,N/A,3000 Sq. Feet,16 Feet,"Near Russian Embassy, Baluwatar, Kathmandu"
Kathmandu,55000,0,2,2,N/A,2000 Sq. Feet,15 Feet,"Hattigauda Chowk, Hattigauda, Kathmandu"
Kathmandu,350000,0,0,N/A,N/A,1-8-0-0 Ropani,20 Feet,"Near Radisson Hotel, Lazimpat, Kathmandu"
Kathmandu,55000000,4,4,2,2066,0-7-2-0 Aana,13 Feet,"Budhanilkantha, Hattigauda, Kathmandu"
Kathmandu,350000,14,4,N/A,2009,35 Aana,20 Feet,"Gaurighat, Chabahil, Chabahil, Kathmandu"
Pokhara,3500000,0,0,N/A,N/A,2900 Sq. Feet,20 Feet,"Near, Tika Resort, Pokhara, Pokhara"
Kathmandu,5500000,0,0,N/A,N/A,0-11-0-0 Aana,13 Feet,"Near Lincoln School, Ravi Bhawan, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,0-7-0-0 Aana,13 Feet,"Kundalini, Chandol, Kathmandu"
Kathmandu,100000,6,3,5,2067,0-7-2-0 Aana,20 Feet,"Tinthana, Kalanki, Kathmandu"
Pokhara,600000000,0,0,N/A,N/A,3-5-0-0 Ropani,25 Feet,"Kaski, Lakeside, Pokhara"
Dhading,62000000,0,0,N/A,N/A,4-3-0-0 Ropani,25 Feet,"Charaudi, Benighat Rorang Gaupalika, Dhading, Dhading"
Pokhara,14000000,0,0,N/A,N/A,40-0-0-0 Ropani,20 Feet,"Kaski, Sarankot, Pokhara"
Kathmandu,240000000,0,0,N/A,N/A,0-22-0-0 Aana,6 Meter,"Thamel, Thamel, Kathmandu"
Jhapa,10000000,0,0,N/A,N/A,0-9-5-0 Kattha,25 Feet,"Mechi Municipality, Kakarbhitta, Jhapa"
