location,Price,bedrooms,bathroom,floor,year_of_construction,size,ft_road,Address
Lalitpur,3700000,0,0,N/A,N/A,4 Aana,5 Feet ,"Sunrise Towers, Dhobighat, Lalitpur"
Kathmandu,1350000,0,0,N/A,N/A,10 Aana,13 Feet ,"Sankhu Road, Sankhu, Kathmandu"
Kathmandu,3700000,0,0,N/A,N/A,4 Aana,12 Feet ,"Townplanning, Boudha, Kathmandu"
Kathmandu,1500000,0,0,N/A,N/A,0-4-0-0 Aana,20 Feet ,"chekpost ,thankot ,chandragiri, Chandragiri, Kathmandu"
Kathmandu,1600000,0,0,N/A,N/A,0-5-0-1 Aana,13 Feet ,"cable car bottom station, Chandragiri, Kathmandu"
Lalitpur,4000000,0,0,N/A,N/A,3 Ropani,20 Feet ,"Chyasal gate, Patan, Lalitpur"
Kathmandu,5000000,0,0,N/A,N/A,1 Ropani,20 Feet ,"Koteshwor, Koteshwor, Kathmandu"
Kathmandu,26500000,11,5,3,N/A,4 Aana,13 Feet ,"Jyoti Nagar Road, Kapan, Kathmandu"
Kathmandu,25500000,11,0,3,N/A,0-4-0-0 Aana,13 Feet ,"Valley Public H.S. School, Kapan, Kathmandu"
Kathmandu,29500000,5,2,3,2067,0-6-3-3 Aana,15 Feet ,"Naikap Naya Bhanjyang, Naikap, Kathmandu"
Kathmandu,23500000,0,3,3,2018,4.1 Aana,13 Feet ,"Sukedhara, Budhanilkantha, Kathmandu"
Lalitpur,15000000,4,3,3,N/A,0-2-2-0 Aana,13 Feet ,"Nayabasti, Imadol, Lalitpur"
Lalitpur,19000000,4,3,3,N/A,0-3-0-3 Aana,10 Feet ,"Krishna Temple, Imadol, Lalitpur"
Lalitpur,15000000,4,3,3,N/A,0-2-2-0 Aana,13 Feet ,"Nayabasti, Imadol, Lalitpur"
Kathmandu,1700000,0,0,N/A,N/A,200 Sq. Feet,30 Feet ,"Basantapur Durbar Square, Basantapur, Kathmandu"
Lalitpur,23500000,4,3,3,N/A,0-3-3-0 Aana,20 Feet ,"Imadol Swimming Pool, Imadol, Lalitpur"
Lalitpur,18000000,5,4,3,N/A,3 Aana,11 Feet ,"Nayabasti, Imadol, Lalitpur"
Lalitpur,18500000,3,3,3,2076,0-3-1-0 Aana,13 Feet ,"Korean Church, Imadol, Lalitpur"
Sunsari,15000000,0,0,N/A,N/A,9 Dhur,20 Feet ,"Itahari, Itahari, Sunsari"
Kathmandu,24500000,7,3,3,N/A,0-4-2-0 Aana,10 Feet ,"Panchetar, Tokha, Kathmandu"
Kathmandu,33000000,0,0,3,N/A,0-4-2-0 Aana,8 Feet ,"Buddhanagar, Baneshwor, Kathmandu"
Kathmandu,6500000,0,0,N/A,N/A,0-6-0-0 Aana,20 Feet,"Aloknagar, Minbhawan, Kathmandu"
Kathmandu,6500000,0,0,N/A,N/A,0-12-0-0 Aana,20 Feet,"Shankhamul, Baneshwor, Kathmandu"
Lalitpur,6500000,0,0,N/A,N/A,0-12-0-0 Aana,20 Feet,"Thadodhunga, Dhobighat, Lalitpur"
Lalitpur,5500000,0,0,N/A,N/A,1-0-0-0 Aana,13 Feet,"Sanepa, Sanepa, Lalitpur"
Jhapa,19000000,0,0,2,N/A,21 Dhur,15 Feet ,"Damak, Damak, Jhapa"
Lalitpur,4800000,2,1,1,2018,3 Aana,13 Feet ,"sanepa, Sanepa, Lalitpur"
Kathmandu,900000,0,0,N/A,N/A,400 Sq. Feet,15 Feet ,"Hattigauda, Hattigauda, Kathmandu"
Bhaktapur,21500000,0,0,3.5,N/A,7 Aana,15 Feet ,"Jhaukhel, Changunarayan, Bhaktapur"
Lalitpur,26000000,0,0,N/A,N/A,0-4-5-0 Aana,12 Feet ,"Dhapakhel, Dhapakhel, Lalitpur"
Pokhara,26000000,13,0,N/A,N/A,16*34 Haat,20 Feet ,"Pokhara, Pokhara, Pokhara"
Kathmandu,1300000,0,0,N/A,N/A,13-5-0-0 Ropani,20 Feet ,"Budhanilkantha, Budhanilkantha, Kathmandu"
Lalitpur,2300000,0,0,N/A,N/A,0-3-1-0 Aana,13 Feet ,"Tikathali, Tikathali, Lalitpur"
Jhapa,20000000,4,1,2,N/A,10 Aana,20 Feet ,"Damak, Damak, Jhapa"
Lalitpur,19500000,4,4,2,2076,0-3-2-3 Sq. Feet,20 Feet ,"Test address, Baghdol, Lalitpur"
Kathmandu,51000000,5,5,2,2011,14 Aana,14 Feet ,"Taulung road, Budhanilkantha, Kathmandu"
Lalitpur,26500000,4,4,2,2075,0-4-0-0 Aana,16 Feet ,"Nakkhu, Nakkhu, Lalitpur"
Lalitpur,29500000,5,3,N/A,N/A,4 Aana,0 Feet,"Dhobighat, Dhobighat, Lalitpur"
Bhaktapur,1550000,0,0,0,N/A,0-4-3-2 Sq. Feet,26 Feet ,"Nangkhel, Suryabinayak, Bhaktapur"
Makwanpur,200000,0,0,N/A,N/A,14 Dhur,8 Meter ,"Gauritaar, Hetauda, Makwanpur"
Pokhara,15000000,0,0,N/A,N/A,1-5-0-0 Aana,30 Feet ,"Tallo Deep, Birendra Chowk, Pokhara"
Makwanpur,650000,0,0,N/A,N/A,10 Dhur,8 Meter ,"Karra, Hetauda, Makwanpur"
Kathmandu,1600000,0,0,N/A,N/A,0-3-0-0 Aana,12 Feet ,"Swayambhu, Swayambhu, Kathmandu"
Kathmandu,1600000,0,0,N/A,N/A,4 Aana,10 Feet ,"Near Mulpani Chaur, Mulpani, Kathmandu"
Rupandehi,1200000,0,0,N/A,N/A,0-6-0 Kattha,12 Feet ,"Lumbini, Bhairahawa, Rupandehi"
Kathmandu,15000000,2,3,3,2012,3 Aana,12 Feet ,"RudreshworChowk, Budhanilkantha, Kathmandu"
Kathmandu,40000000,3,4,3,2075,0-3-0-0 Aana,20 Feet,"Nabazar Khusibun, Naya Bazar, Kathmandu"
Kathmandu,17500000,6,2,3,2007,11 Aana,20 Feet ,"Dumakhal, Mulpani, Kathmandu"
Kathmandu,90000000,6,6,3,2069,20 Aana,15 Feet ,"Hattigauda, Hattigauda, Kathmandu"
Kathmandu,13500000,4,3,3,2075,2-2 Aana,10 Feet ,"BASUKI NAG TOLE, Manamaiju, Kathmandu"
Bhaktapur,2000000,0,0,N/A,N/A,900 Sq. Feet,15 Feet ,"Muktinath Bank Building 1st floor, Madhyapur Thimi, Bhaktapur"
Tanahu,15000000,0,0,N/A,N/A,2-3-0-0 Ropani,20 Feet ,"Shuklagandaki Municipality, Shuklagandaki, Tanahu"
Kathmandu,1500000,0,0,N/A,N/A,200 Sq. Feet,20 Feet ,"Civil Bank, Baneshwor, Kathmandu"
Kathmandu,1500000,0,0,N/A,N/A,700 Sq. Feet,8 Meter ,"Columbus HSS & College, Baneshwor, Kathmandu"
Bhaktapur,1800000,0,0,N/A,N/A,300 Sq. Feet,15 Feet ,"Biruwa Chowk (Pipalbot), Suryabinayak, Bhaktapur"
Lalitpur,11000000,3,1,1,N/A,3 Aana,14 Feet ,"Pawan Prakriti English Secondary School, Imadol, Lalitpur"
Bhaktapur,1400000,0,0,N/A,N/A,4 Aana,10 Feet ,"Sirutar, Suryabinayak, Bhaktapur"
Kathmandu,70000000,5,5,3,N/A,9 Aana,13 Feet ,"Maharajgunj, Maharajgunj, Kathmandu"
Kathmandu,1400000,0,0,N/A,N/A,300 Sq. Feet,15 Feet ,"Gopi Krishna Movies, Chabahil, Kathmandu"
Pokhara,4500000,0,0,N/A,N/A,20*40 Haat,18 Feet ,"Pokhara, Pokhara, Pokhara"
Kathmandu,17900000,5,5,3,2076,3.5 Aana,14 Feet ,"na, Bhangal, Kathmandu"
Kathmandu,34500000,5,5,3,2076,7 Aana,15 Feet ,"na, Bhangal, Kathmandu"
Kathmandu,27000,0,0,N/A,N/A,3 Aana,13 Feet,"nil saraswati margh, Lazimpat, Kathmandu"
Kathmandu,41000000,7,6,3,2012,7 Aana,20 Feet ,"Basundhara, Basundhara, Kathmandu"
Kathmandu,18500000,7,4,4,2014,1.5 Aana,26 Feet ,"Balkumari Pul, Koteshwor, Kathmandu"
Kathmandu,1900000,0,0,0,N/A,1700 Sq. Feet,16 Feet ,"Dahachok Rd, Kalanki, Kathmandu"
Kathmandu,1500000,0,0,N/A,N/A,4 Aana,0 Feet,"chabahil, Chabahil, Kathmandu"
Bhaktapur,50000,0,0,3,2017,2.75 Aana,13 Feet ,"darjeeling height, Suryabinayak, Bhaktapur"
Kathmandu,105000000,5,6,3,2074,32 Aana,20 Feet ,"NA, Budhanilkantha, Kathmandu"
Bhaktapur,3000000,0,0,N/A,N/A,3 Aana,10 Feet,"Sanothimi, Kausaltar, Bhaktapur"
Kathmandu,36500000,9,10,5,2075,6 Aana,14 Feet ,"NA, Hattigauda, Kathmandu"
Kathmandu,15000000,0,0,N/A,N/A,3 Aana,10 Feet ,"Maitrinagar, Kirtipur, Kathmandu"
Kathmandu,21000000,5,4,2,N/A,3.5 Aana,13 Feet ,"Sundarbasti, Bhangal, Kathmandu"
Kathmandu,38000000,0,0,N/A,N/A,8 Aana,14 Feet ,"Malpot Office, Chabahil, Kathmandu"
Kathmandu,600000,0,0,N/A,N/A,500 Sq. Feet,15 Feet ,"Jorpati Narayantar, Jorpati, Kathmandu"
Kathmandu,11000000,0,0,3,N/A,2.5 Aana,12 Feet ,"Pancha Kumari Marg, Kapan, Kathmandu"
Kathmandu,22000,4,0,N/A,N/A,900 Sq. Feet,13 Feet,"Samakhusi, Samakhusi, Kathmandu"
Kathmandu,7500000,2,1,1,N/A,0-3-5-0 Aana,12 Feet ,"Kapan, Kapan, Kathmandu"
Kathmandu,17500000,7,3,3,N/A,3.2 Aana,0 Feet,"Dadapauwa, Ramkot, Kathmandu"
Kathmandu,1350000,0,0,N/A,N/A,4 Aana,10 Feet ,"Goldhunga, Goldhunga, Kathmandu"
Pokhara,9000000,0,0,N/A,N/A,32*80 Haat,16 Feet ,"Malepatan, Pokhara, Pokhara"
Kathmandu,1700000,0,0,N/A,N/A,0-4-3-0 Aana,14 Feet ,"Mulpani, Mulpani, Kathmandu"
Pokhara,1400000,0,0,N/A,N/A,19*64 Haat,20 Feet ,"Pokhara, Lekhnath, Pokhara"
Kathmandu,5000000,0,0,N/A,N/A,4 Aana,20 Feet ,"Manamaiju opposite to manshing school, Manamaiju, Kathmandu"
Kathmandu,5200000,0,0,N/A,N/A,3 Aana,24 Feet,"Goldhunga, Goldhunga, Kathmandu"
Kathmandu,20000,0,0,N/A,N/A,900 Sq. Feet,12 Feet ,"Kalanki, Kalanki, Kathmandu"
Pokhara,1800000,0,0,N/A,N/A,60 Aana,20 Feet ,"Dhungepatan, Lekhnath, Pokhara"
Kathmandu,27000000,0,0,N/A,N/A,9 Aana,0 Feet,"gairigaun, Swayambhu, Kathmandu"
Lalitpur,13000000,2,1,1,N/A,0-3-3-3 Aana,13 Feet ,"Sitapakha, Imadol, Lalitpur"
Kathmandu,13000000,0,0,N/A,N/A,0-3-2-0 Aana,13 Feet ,"Goldhunga, Goldhunga, Kathmandu"
Chitwan,48000000,0,0,N/A,N/A,25*52 Haat,6 Meter,"Narayanghat, Bharatpur, Chitwan"
Kathmandu,250000,0,0,N/A,N/A,30 Aana,16 Feet ,"Nirmal Niwas, Maharajgunj, Kathmandu"
Kathmandu,30000,2,1,N/A,N/A,900 Sq. Feet,10 Feet,"IVF Nepal | Green City Hospital, Basundhara, Kathmandu"
Kavre,1050000,0,0,N/A,N/A,0-8-5-0 Aana,15 Feet ,"Namobuddha Municipality Office, Namobuddha, Kavre"
Kathmandu,8000000,7,3,N/A,N/A,4 Aana,10 Feet,"Tarkeshwor Municipality Head Office, Tarkeshwor, Kathmandu"
Lalitpur,48000,4,3,2,2019,0-4-1-0 Aana,15 Feet ,"Comfort Housing, Phase II, Thaiba, Lalitpur"
Kathmandu,30000,0,0,N/A,N/A,871.80 Sq. Feet,12 Feet ,"suruchi marga-34, Sankhamul, Kathmandu"
Kathmandu,17800000,5,6,3,2076,3.1 Aana,12 Feet ,"na, Tokha, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,0-8-0-0 Aana,18 Feet ,"na, Budhanilkantha, Kathmandu"
Kathmandu,21800000,5,6,3,2076,3.5 Aana,12 Feet ,"na, Budhanilkantha, Kathmandu"
Kathmandu,29000000,0,0,N/A,N/A,0-3-3-0 Aana,10 Feet ,"Best Venue (Previously Hira Ratna Cinema), Kalopul, Kathmandu"
Kathmandu,6000000,0,0,N/A,N/A,0-7-2-0 Aana,14 Feet ,"Baluwatar, Baluwatar, Kathmandu"
Parsa,4500000,24,22,4,N/A,43 Dhur,30 Feet ,"Alakhiya math main road, Birgunj, Parsa"
Kathmandu,3500000,0,0,N/A,N/A,0-3-0-0 Aana,12 Feet ,"Makalu Petrol Pump, Kalanki, Kathmandu"
Kathmandu,2400000,0,0,N/A,N/A,0-6-3-0 Aana,10 Feet ,"Naya Naikap, Naikap, Kathmandu"
Kathmandu,23000000,4,3,2,N/A,3.1 Aana,15 Feet ,"Shree tole, Basundhara, Kathmandu"
Kathmandu,29000000,5,0,3,N/A,0-4-0-0 Aana,12 Feet ,"Kadaghari, Kadaghari, Kathmandu"
Kathmandu,1000000,0,0,0,N/A,04-02 Sq. Feet,14 Feet ,"Brahmakhel, Kageshwari-Manohara, Kathmandu"
Kathmandu,70000000,3,4,2,N/A,1-0-0-0 Aana,20 Feet ,"Dhapasi, Dhapasi, Kathmandu"
Kathmandu,13000,0,0,N/A,N/A,700 Sq. Feet,12 Feet ,"New Road, Newroad, Kathmandu"
Kathmandu,37500000,0,0,N/A,N/A,0-4-2-0 Aana,22 Feet ,"Subidhanagar, Tinkune, Kathmandu"
Kathmandu,4500000,0,0,N/A,N/A,5/10/20 Aana,20 Feet ,"Maharajgunj, Maharajgunj, Kathmandu"
Kathmandu,11500000,0,0,N/A,N/A,0-3-5-0 Aana,12 Feet ,"Gothatar, Kadaghari, Kathmandu"
Kathmandu,12500000,6,0,N/A,N/A,0-2-3-0 Aana,13 Feet ,"Force Park Bus Stop, Kadaghari, Kathmandu"
Kathmandu,2900000,0,0,N/A,N/A,4 Aana,12 Feet ,"Sugamnagar Saving & Credit Co-operative Ltd, Jorpati, Kathmandu"
Sunsari,350000,0,0,N/A,N/A,11 Dhur,20 Feet ,"Itahari, Itahari, Sunsari"
Jhapa,50000,0,2,4,2007,0-1-0-0 Kattha,50 Feet ,"Damak, Damak, Jhapa"
Kathmandu,42500000,6,0,3,2042,0-6-2-0 Aana,10 Feet ,"Siddhicharan Marg, Shantinagar, Kathmandu"
Makwanpur,200000,0,0,0,N/A,4 Ropani,4 Feet ,"Test address, Bajrabarahi, Makwanpur"
Kathmandu,4200000,0,0,N/A,N/A,0-10-0-0 Aana,16 Feet ,"Gaurighat Nayabasti, Gaurighat, Kathmandu"
Kathmandu,2400000,0,0,N/A,N/A,0-5-0-0 Aana,12 Feet ,"Greenhill city jorpati, Greenhill city, Mulpani, Kathmandu"
Kathmandu,2300000,0,0,N/A,N/A,12 Aana,13 Feet,"Nearby, Kantipur Colony, Budhanilkantha, Kathmandu"
Kathmandu,1200000,0,0,N/A,N/A,0-5-0-0 Aana,20 Feet ,"Sakhu jane bato ko indryani chok najik healthpost ma, Sankhu, Kathmandu"
Kathmandu,25000000,0,0,N/A,N/A,0-1-3-0 Aana,9 Feet ,"Nearby, Police Station, Kalimati, Kathmandu"
Kathmandu,22000000,0,0,N/A,N/A,4 Aana,22 Feet ,"Balaju, Balaju, Kathmandu"
Kathmandu,30000000,5,4,3,2075,0-4-0-0 Aana,20 Feet,"Budhanilkantha, Pasikot, Kathmandu"
Lalitpur,17500000,0,0,N/A,N/A,3 Aana,13 Feet,"Imadol, Imadol, Lalitpur"
Kathmandu,130000,0,0,N/A,N/A,8 Aana,15 Feet ,"Nearby, Sunrise Bank, Naxal, Kathmandu"
Lalitpur,15000000,0,0,N/A,N/A,0-2-2-0 Aana,13 Feet ,"Nearby, Little Angel's College of Higher Studies, Imadol, Lalitpur"
Kathmandu,3700000,0,0,N/A,N/A,0-4-2-0 Aana,20 Feet ,"Jorpati makalbari highway, Jorpati, Kathmandu"
Lalitpur,76000000,0,0,N/A,N/A,0-5-0-0 Aana,22 Feet,"Near kumaripati, Kumaripati, Lalitpur"
Lalitpur,1450000,0,0,N/A,N/A,0-3-3-0 Aana,13 Feet ,"Lubhu, Lubhu, Lalitpur"
Lalitpur,12000000,2,1,1,2016,700 Sq. Feet,20 Feet ,"Thadodhunga, Jhamsikhel, Lalitpur"
Pokhara,37000000,7,5,3,2074,6.5 Aana,20 Feet ,"mahendra pul, Ranipauwa, Pokhara"
Kathmandu,800000,0,0,N/A,N/A,16 Aana,20 Feet ,"Kirtipur, Kirtipur, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,3 Aana,12 Feet ,"Bijeshwori, Chamati, Kathmandu"
Lalitpur,26000000,5,4,N/A,N/A,4 Aana,13 Feet ,"Nearby, Talimkendra, Bhaisepati, Lalitpur"
Kathmandu,1400000,0,0,N/A,N/A,3 Aana,12 Feet ,"Nearby, Bode Pool, Mulpani, Kathmandu"
Kathmandu,2200000,0,0,N/A,N/A,0-4-2-0 Sq. Feet,13 Feet ,"Tinthana, Chandragiri, Kathmandu"
Kathmandu,29800000,11,0,N/A,N/A,5 Aana,13 Feet ,"Near Hemshospital, Sukedhara, Kathmandu"
Lalitpur,1800000,0,0,N/A,N/A,0-3-2 Aana,16 Feet ,"Lubu imadol, Mahalaxmi Nagarpalika, Lalitpur"
Lalitpur,350000,0,0,N/A,N/A,27 Aana,24 Feet ,"टिकाभैरब कोटडाॅडा रोड, Godawari, Lalitpur"
Kathmandu,1700000,0,0,N/A,N/A,1000 Sq. Feet,15 Feet ,"Nearby Everest School, Thamel, Kathmandu"
Bhaktapur,800000,0,0,N/A,N/A,1000 Sq. Feet,20 Feet ,"Nearby Madhyapur Hospital, Madhyapur Thimi, Bhaktapur"
Kathmandu,1900000,0,0,N/A,N/A,1000 Sq. Feet,15 Feet ,"Nearby Ace college, Baneshwor, Kathmandu"
Kathmandu,25000000,6,4,3,2019,0-4-2-3 Aana,12 Feet ,"Bhatkepati (Prithivi Chowk), Kirtipur, Kathmandu"
Kathmandu,32000000,0,0,N/A,N/A,6 Aana,12 Feet ,"Buddhanagar, Baneshwor, Kathmandu"
Dharan,10000000,0,0,N/A,N/A,10 Dhur,15 Feet ,"Nearby, Phusre, Dharan, Dharan"
Lalitpur,15000000,0,0,N/A,N/A,0-1-0-0 Aana,40 Feet ,"Okubahal, Patan, Lalitpur"
Pokhara,9500000,0,0,N/A,N/A,0-7-2-0 Aana,15 Feet ,"Kaski, Pokhara, Pokhara"
Chitwan,1200000,0,0,N/A,N/A,30 Kattha,20 Feet ,"Back side of Meghaili Airport, Bharatpur, Chitwan"
Kathmandu,3500000,0,0,N/A,N/A,0-5-3-0 Aana,14 Feet ,"Aarubari Nageshwor Housing, Chabahil, Kathmandu"
Lalitpur,15000,2,1,N/A,N/A,700 Sq. Feet,15 Feet ,"Nearby, LA School, Hattiban, Lalitpur"
Lalitpur,1650000,0,0,N/A,N/A,0-3-3-0 Aana,10 Feet ,"Lubhu Sundar Basti, Lubhu, Lalitpur"
Kathmandu,11000000,0,0,N/A,N/A,3 Aana,10 Feet ,"Nearby, Thali Buspark, Thali, Kathmandu"
Lalitpur,16000,0,0,N/A,N/A,1000 Sq. Feet,15 Feet ,"Near Pritikunda Dham, Bhaisepati, Lalitpur"
Kathmandu,25000,0,0,N/A,N/A,700 Sq. Feet,10 Feet ,"New Baneshwor, Baneshwor, Kathmandu"
Kathmandu,17000000,6,3,2,N/A,4.1 Aana,11 Feet,"gurjudhara , sano mandir, Gurujudhara, Kathmandu"
Morang,17000,3,2,N/A,N/A,900 Sq. Feet,15 Feet ,"Biratnagar, Biratnagar, Morang"
Kathmandu,35000000,0,0,2,N/A,0-5-2-3 Aana,20 Feet ,"Civil Homes, Chandragiri, Kathmandu"
Lalitpur,30000000,4,4,3,N/A,0-4-0-0 Aana,13 Feet ,"Sanepa, Sanepa, Lalitpur"
Kathmandu,22000000,0,0,N/A,N/A,0-5-1-3 Aana,30 Feet ,"Kamaladi, Kamaladi, Kathmandu"
Kathmandu,24000000,0,0,N/A,N/A,0-3-3-0 Aana,13 Feet ,"Jyotinagar, Sukedhara, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,1 Aana,10 Feet ,"Kirtipur, Kirtipur, Kathmandu"
Kathmandu,2750000,0,0,N/A,N/A,6.5 Aana,15 Feet ,"Birendra Chowk, Pepsicola, Kathmandu"
Kathmandu,4000000,0,0,N/A,N/A,12 .3 Aana,20 Feet ,"Dhungeadda ,kalanki, Kalanki, Kathmandu"
Kathmandu,1900000,0,0,N/A,N/A,0-4-2-0 Aana,13 Feet ,"Dhalpa, Kirtipur, Kathmandu"
Dharan,8500000,0,0,N/A,N/A,5 Dhur,15 Feet ,"Dharan-15, Dharan, Dharan"
Chitwan,270000,0,0,N/A,N/A,0-8-5-0 Dhur,6 Meter ,"Narayanpur, Narayanpur, Chitwan"
Dharan,8000000,0,0,N/A,N/A,5 Dhur,52 Feet ,"Dharan-16, Dharan, Dharan"
Lalitpur,2500000,0,0,N/A,N/A,4 Aana,13 Feet ,"Harisiddhi, Harisiddhi, Lalitpur"
Lalitpur,200000,6,3,2,N/A,26 Aana,13 Feet ,"Sanepa, Sanepa, Lalitpur"
Lalitpur,6000000,0,0,N/A,N/A,8 Aana,20 Feet ,"Sanepa, Sanepa, Lalitpur"
Kathmandu,1200000,0,0,N/A,N/A,8 Aana,20 Feet,"Langol, Kirtipur, Kathmandu"
Kathmandu,21000000,0,0,3,N/A,0-3-2-1 Aana,15 Feet,"Chandragiri, Chandragiri, Kathmandu"
Kathmandu,1500000,0,0,N/A,N/A,18 Aana,15 Feet ,"Chovar, Chovar, Kathmandu"
Kathmandu,22500000,0,0,2,N/A,0-3-2-2 Aana,13 Feet ,"Banasthali, Banasthali, Kathmandu"
Kathmandu,115000000,0,0,3,2069,2 Ropani,14 Feet ,"NA, Budhanilkantha, Kathmandu"
Kathmandu,28000000,0,0,N/A,N/A,4 Aana,15 Feet ,"Budhanilkanth, Budhanilkantha, Kathmandu"
Lalitpur,10000000,0,0,N/A,N/A,5 Aana,12 Feet ,"Lamatar, Lamatar, Lalitpur"
Lalitpur,25000000,0,0,N/A,N/A,8 Aana,14 Feet ,"Lamatra, Lamatar, Lalitpur"
Pokhara,13500000,2,1,1,N/A,18*35 Sq. Feet,16 Feet ,"Birauta, Pokhara, Pokhara"
Kathmandu,3500000,0,0,N/A,N/A,0-5-3-3 Aana,14 Feet ,"Tahachal,Ktm-13, Tahachal, Kathmandu"
Kathmandu,24000000,6,6,3,2076,4 Aana,15 Feet ,"NA, Bhangal, Kathmandu"
Kathmandu,24000000,6,6,3,2076,4 Aana,14 Feet ,"NA, Bhangal, Kathmandu"
Lalitpur,21000000,5,3,3,2014,0-3-0-0 Aana,13 Feet ,"Sheetal tole, Imadol, Lalitpur"
Lalitpur,5500000,0,0,N/A,N/A,11 Aana,10 Feet ,"Opposite of Dav College, Ekantakuna, Lalitpur"
Lalitpur,5000000,0,0,N/A,N/A,0-5-0-0 Aana,20 Feet ,"Next to Campaign School, Lalitpur, Lagankhel, Lalitpur"
Kathmandu,2000000,0,0,N/A,N/A,0-8-1-0 Aana,15 Feet ,"Satungal, Satungal, Kathmandu"
Kathmandu,2500000,0,0,N/A,N/A,4 Aana,13 Feet ,"Nearby, Forcepark, Kadaghari, Kathmandu"
Lalitpur,12500000,0,0,2,N/A,3 Aana,13 Feet ,"Harisiddhi, Harisiddhi, Lalitpur"
Kathmandu,19500,3,0,N/A,N/A,600 Sq. Feet,15 Feet ,"Near, Mahanagriye Police Chauki., Narephate, Kathmandu"
Lalitpur,1000000,0,0,N/A,N/A,5 Aana,4 Feet ,"opposite to old star hospital, Sanepa, Lalitpur"
Kathmandu,27500000,5,3,3,N/A,4 Aana,26 Feet ,"Nearby, Grandy Hospital, Tokha, Kathmandu"
Kathmandu,24000000,0,0,3,N/A,4 Aana,15 Feet ,"Narayantar, Jorpati, Kathmandu"
Kathmandu,2000000,0,0,N/A,N/A,0-3-2-0 Aana,24 Feet ,"Pasikot, Budhanilkantha, Kathmandu"
Kathmandu,24000000,11,3,3,N/A,4 Aana,13 Feet ,"Nearby, Laxmi Bank, Nepaltar, Kathmandu"
Kathmandu,1900000,0,0,N/A,N/A,4 Aana,13 Feet ,"Pasikot, Budhanilkantha, Kathmandu"
Lalitpur,11500000,0,0,1,N/A,33 Aana,13 Feet,"Nearby, Harisiddhi Buspark Chowk, Harisiddhi, Lalitpur"
Kathmandu,24500000,7,4,N/A,N/A,3.3 Aana,12 Feet,"dhungedhara, Dhungedhara, Kathmandu"
Kathmandu,100000,0,0,N/A,N/A,4 Aana,13 Feet ,"Baneshwor, Baneshwor, Kathmandu"
Pokhara,600000,0,0,N/A,N/A,20*40 Haat,15 Feet ,"Nearby, Malepatan, Pokhara, Pokhara"
Bhaktapur,250000,0,0,N/A,N/A,16 Aana,12 Feet ,"dhulikhel tourist area, Bhaktapur, Bhaktapur"
Lalitpur,28500000,3,5,3,2019,0-4-2-0 Aana,18 Feet ,"Bhaisepati, Bhaisepati, Lalitpur"
Bhaktapur,1050000,0,0,N/A,N/A,18 Aana,14 Feet ,"dhulikhel tourist area, Bhaktapur, Bhaktapur"
Kathmandu,4200000,0,0,N/A,N/A,8 Aana,20 Feet ,"NA, Budhanilkantha, Kathmandu"
Kathmandu,62000000,4,6,3,2076,10 Aana,15 Feet ,"NA, Budhanilkantha, Kathmandu"
Kathmandu,42500000,6,6,4,2075,6 Aana,15 Feet ,"na, Basundhara, Kathmandu"
Kathmandu,24500000,5,5,3,2076,4 Aana,30 Feet ,"na, Hattigauda, Kathmandu"
Kathmandu,45000000,6,6,3,N/A,8 Aana,15 Feet ,"na, Basundhara, Kathmandu"
Kathmandu,33000000,0,0,N/A,N/A,6.5 Aana,18 Feet ,"NA, Hattigauda, Kathmandu"
Kathmandu,80000000,0,0,N/A,N/A,0-10-3-2 Aana,12 Feet ,"Nearby, Bijay Chowk, Gaushala, Kathmandu"
Lalitpur,46500000,0,0,2,2070,4 Aana,21 Feet ,"Thashikhel-5, Near Open University Manbhawan, Amar Colony, Thasikhel, Lalitpur"
Kathmandu,34000000,5,0,3,N/A,4 Aana,15 Feet ,"Nearby, Russian Embassy, Baluwatar, Kathmandu"
Kathmandu,800000,0,0,N/A,N/A,400 Sq. Feet,15 Feet ,"Infront of KFC, Boudha, Kathmandu"
Lalitpur,2200000,0,0,N/A,N/A,0-5-0-0 Aana,20 Feet ,"Kantipur Colony, Nakhipot, Lalitpur"
Kathmandu,6500000,0,0,N/A,N/A,0-4-0-0 Aana,20 Feet ,"Behind Nirmal Niwas near UNHCR office, Maharajgunj, Kathmandu"
Kathmandu,5800000,0,0,0,N/A,4701 Sq. Feet,20 Feet ,"MILAN CHOWK # 10, Mid Baneshwor, Kathmandu"
Kathmandu,21500000,4,3,3,N/A,2700 Sq. Feet,12 Feet ,"Jambu Danda, Jorpati, Kathmandu"
Kathmandu,15900000,5,3,3,2075,0-3-0-0 Aana,8 Feet ,"jarankhu kapresthali, Joranku, Kathmandu"
Kathmandu,60000,3,2,12,N/A,1481 Sq. Feet,0 Feet ,"12 D Uranus Tower, Dhapasi, Kathmandu"
Kathmandu,110000,3,3,N/A,N/A,6 Aana,12 Feet ,"Baluwatar, Baluwatar, Kathmandu"
Chitwan,350000,0,0,N/A,N/A,455.97 Sq. Meter,8 Meter ,"Rathnanagar -2, Tandi, Ratnanagar, Chitwan"
Kathmandu,1650000,0,0,N/A,N/A,0-4-5-0 Aana,10 Feet ,"Sangla, Tokha, Kathmandu"
